,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
687,kindly do something to either change the work or make it more interesting,kindly do something to either change the work or make it more interesting,"Sentiment(polarity=0.5333333333333333, subjectivity=0.6333333333333333)",0.0,0.0,neu
688,No Advice from My Experience,No Advice from My Experience,"Sentiment(polarity=0.0, subjectivity=0.0)",0.6,0.55,pos
689,Good going. They would know it better.,Good going. They would know it better.,"Sentiment(polarity=0.6, subjectivity=0.55)",0.0,0.0,neu
690,do not change so often.,do not change so often.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3181818181818182,0.6772727272727272,pos
691,Employees should be allowed to work on new and latest technologies like NLP and Machine Learning.,Employees should be allowed to work on new and latest technologies like NLP and Machine Learning.,"Sentiment(polarity=0.3181818181818182, subjectivity=0.6772727272727272)",0.0,0.0,neu
692,provide transport facility for day shifts also.,provide transport facility for day shifts also.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
693,,nan,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.3333333333333333,0.6666666666666666,neg
694,Seriously it is time for you to work on.,Seriously it is time for you to work on.,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)",0.0,0.0,neu
695,kindy change the canteen wala,kindy change the canteen wala,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
696,Make proactive steps to sync gaps and make more prompt projects execution patterns.,Make proactive steps to sync gaps and make more prompt projects execution patterns.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
697,don't ply politics on employess,don't ply politics on employess,"Sentiment(polarity=0.0, subjectivity=0.0)",0.07958333333333334,0.3754166666666666,pos
698,"employee groth to be considered and employee engaement is needed, people interact very less due to high work pressure and completing the processing of many no of files as targets","employee groth to be considered and employee engaement is needed, people interact very less due to high work pressure and completing the processing of many no of files as targets","Sentiment(polarity=0.07958333333333334, subjectivity=0.3754166666666666)",0.5,1.0,pos
699,co operative and supportive,co operative and supportive,"Sentiment(polarity=0.5, subjectivity=1.0)",0.0,0.0,neu
700,please provide employment security,please provide employment security,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2,0.25,pos
701,Steps should be taken to make systems which can make knowledge available across the company. Feedback systems should be improved to suit the culture of the company rather than following an already existing one.,Steps should be taken to make systems which can make knowledge available across the company. Feedback systems should be improved to suit the culture of the company rather than following an already existing one.,"Sentiment(polarity=0.2, subjectivity=0.25)",-0.8,0.9,neg
702,Change your rank structure and how you promote people,Change your rank structure and how you promote people,"Sentiment(polarity=-0.8, subjectivity=0.9)",0.0,0.1,neu
703,They should understand that employees are also human beings.,They should understand that employees are also human beings.,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.5,neu
704,nothing as such,nothing as such,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.0,neu
705,Add flexibility to HR policies as well as work timings.,Add flexibility to HR policies as well as work timings.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.21212121212121213,0.3181818181818182,pos
706,"- Improve Gender Ratio
- Knowing the job is monotonous, management should explore new ways of making the job interesting rather than focusing on daily, monthly productivity
- Encourage employees to analyse companies, markets and write reports even if ","- Improve Gender Ratio
- Knowing the job is monotonous, management should explore new ways of making the job interesting rather than focusing on daily, monthly productivity
- Encourage employees to analyse companies, markets and write reports even if ","Sentiment(polarity=0.21212121212121213, subjectivity=0.3181818181818182)",0.0,0.0,neu
707,Please stop acting savvy when you arnt!,Please stop acting savvy when you arnt!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.16666666666666669,0.2833333333333333,pos
708,Hire less people. Instead give more work to the existing employees.,Hire less people. Instead give more work to the existing employees.,"Sentiment(polarity=0.16666666666666669, subjectivity=0.2833333333333333)",0.5,0.5,pos
709,Value the top talents.,Value the top talents.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,1.0,neu
710,Allow people with potential to grow and give them responsibility.,Allow people with potential to grow and give them responsibility.,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,0.0,neu
711,Maintain communication in English.,Maintain communication in English.,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.5,1.0,neg
712,Pay attention to your employees. They are the one who will take you to heights not your fake name.,Pay attention to your employees. They are the one who will take you to heights not your fake name.,"Sentiment(polarity=-0.5, subjectivity=1.0)",0.5,0.5,pos
713,They should provide employees better opportunities,They should provide employees better opportunities,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
714,"Work-culture need to be refreshing.Management should also act upon employees advices, not just listen to them.","Work-culture need to be refreshing.Management should also act upon employees advices, not just listen to them.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
715,Focus on entry level employees,Focus on entry level employees,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
716,Nothing,Nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.3,neu
717,Internal mobility withing different jobs should be encouraged,Internal mobility withing different jobs should be encouraged,"Sentiment(polarity=0.0, subjectivity=0.3)",-0.027777777777777776,0.35,neg
718,"Transparency to associates is essential. Over-secrecy of small things hurts employees motivation.
Nothing wrong in openly and personally communicating with associates on a daily basis. Can be informal when not talking business.
Should understand that associates deserves equal respect as middle and top managers.
Globally-accepted management and leadership principles should be inculcated.
Team mangers need not be overly bossy.","Transparency to associates is essential. Over-secrecy of small things hurts employees motivation.
Nothing wrong in openly and personally communicating with associates on a daily basis. Can be informal when not talking business.
Should understand that associates deserves equal respect as middle and top managers.
Globally-accepted management and leadership principles should be inculcated.
Team mangers need not be overly bossy.","Sentiment(polarity=-0.027777777777777776, subjectivity=0.35)",0.0,0.0,neu
719,Keep going...,Keep going...,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
720,Keep it up,Keep it up,"Sentiment(polarity=0.0, subjectivity=0.0)",0.625,0.525,pos
721,If you willing to take the best candidate pay for it.,If you willing to take the best candidate pay for it.,"Sentiment(polarity=0.625, subjectivity=0.525)",0.0,0.0,neu
722,None,None,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
723,nothing,nothing,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.125,0.375,neg
724,Make employee participation in other functional level of a department.,Make employee participation in other functional level of a department.,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.0,0.0,neu
725,none,none,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.5,neu
726,no nothing as such..,no nothing as such..,"Sentiment(polarity=0.0, subjectivity=0.5)",0.7,0.6000000000000001,pos
727,Good going,Good going,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,pos
728,You take the brightest minds and do not provide them a good career path.,You take the brightest minds and do not provide them a good career path.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.0,neu
729,"Focus on office culture, women empowerment","Focus on office culture, women empowerment","Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
730,Too many granularities. Employees should have a wider scope of work.,Too many granularities. Employees should have a wider scope of work.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.3181818181818182,0.4772727272727273,pos
731,More opportunity to New York office,More opportunity to New York office,"Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)",0.0,0.0,neu
732,..,..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3,0.0,pos
733,Bring some useful work.,Bring some useful work.,"Sentiment(polarity=0.3, subjectivity=0.0)",0.21111111111111108,0.5972222222222223,pos
734,"select candidates as per their potential
cut down the hierarchy
envolve in making a good and neutral work culture and fresh environment","select candidates as per their potential
cut down the hierarchy
envolve in making a good and neutral work culture and fresh environment","Sentiment(polarity=0.21111111111111108, subjectivity=0.5972222222222223)",0.0,0.0,neu
